match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,1,Kolkata Knight Riders,Delhi Capitals,2,6,Yashasvi Thakur,Umran Kumar,Suryakumar Singh,0,0,0,0,1,0,6,1,7,,,
1,1,Kolkata Knight Riders,Delhi Capitals,3,1,Yashasvi Thakur,Umran Kumar,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,3,2,Yashasvi Thakur,Umran Kumar,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,3,3,Yashasvi Thakur,Umran Kumar,Shardul Reddy,0,0,0,0,0,0,0,0,0,Yashasvi Thakur,stumped,Shardul Reddy
1,1,Kolkata Knight Riders,Delhi Capitals,3,4,Ruturaj Khan,Umran Kumar,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,3,5,Ruturaj Khan,Umran Kumar,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,3,6,Ruturaj Khan,Umran Kumar,Shardul Reddy,0,0,2,0,0,0,0,2,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,4,1,Ruturaj Khan,Umran Kumar,Ravindra Malik,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,4,2,Ruturaj Khan,Umran Kumar,Ravindra Malik,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,4,3,Ruturaj Khan,Umran Kumar,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,4,4,Ruturaj Khan,Umran Kumar,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,4,5,Ruturaj Khan,Umran Kumar,Ravindra Malik,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,4,6,Ruturaj Khan,Umran Kumar,Ravindra Malik,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,5,1,Umran Kumar,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,5,2,Umran Kumar,Ruturaj Khan,Hardik Patel,0,0,0,2,0,0,0,2,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,5,3,Umran Kumar,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,0,0,0,Umran Kumar,run out,Shardul Reddy
1,1,Kolkata Knight Riders,Delhi Capitals,5,4,Suryakumar Rahul,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,5,5,Suryakumar Rahul,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,5,6,Suryakumar Rahul,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,6,1,Suryakumar Rahul,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,6,2,Suryakumar Rahul,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,6,3,Suryakumar Rahul,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,6,4,Suryakumar Rahul,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,6,5,Suryakumar Rahul,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,6,6,Ruturaj Khan,Suryakumar Rahul,Rohit Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,7,1,Ruturaj Khan,Suryakumar Rahul,Shreyas Shami,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,7,2,Suryakumar Rahul,Ruturaj Khan,Shreyas Shami,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,7,3,Suryakumar Rahul,Ruturaj Khan,Shreyas Shami,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,7,4,Suryakumar Rahul,Ruturaj Khan,Shreyas Shami,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,7,5,Suryakumar Rahul,Ruturaj Khan,Shreyas Shami,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,7,6,Suryakumar Rahul,Ruturaj Khan,Shreyas Shami,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,8,1,Suryakumar Rahul,Ruturaj Khan,Suryakumar Singh,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,8,2,Ruturaj Khan,Suryakumar Rahul,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,8,3,Ruturaj Khan,Suryakumar Rahul,Suryakumar Singh,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,8,4,Suryakumar Rahul,Ruturaj Khan,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,8,5,Suryakumar Rahul,Ruturaj Khan,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,8,6,Suryakumar Rahul,Ruturaj Khan,Suryakumar Singh,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Delhi Capitals,9,1,Suryakumar Rahul,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,9,2,Suryakumar Rahul,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Delhi Capitals,9,3,Suryakumar Rahul,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,9,4,Suryakumar Rahul,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,0,0,0,Suryakumar Rahul,bowled,
1,1,Kolkata Knight Riders,Delhi Capitals,9,5,Tilak Jadeja,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,9,6,Tilak Jadeja,Ruturaj Khan,Shardul Reddy,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,10,1,Tilak Jadeja,Ruturaj Khan,Ravindra Malik,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,10,2,Ruturaj Khan,Tilak Jadeja,Ravindra Malik,0,0,0,1,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,10,3,Ruturaj Khan,Tilak Jadeja,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,10,4,Ruturaj Khan,Tilak Jadeja,Ravindra Malik,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,10,5,Tilak Jadeja,Ruturaj Khan,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,10,6,Tilak Jadeja,Ruturaj Khan,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,11,1,Tilak Jadeja,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,11,2,Ruturaj Khan,Tilak Jadeja,Hardik Patel,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,11,3,Ruturaj Khan,Tilak Jadeja,Hardik Patel,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,11,4,Tilak Jadeja,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,11,5,Tilak Jadeja,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,11,6,Tilak Jadeja,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,12,1,Ruturaj Khan,Tilak Jadeja,Rohit Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,12,2,Tilak Jadeja,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,12,3,Tilak Jadeja,Ruturaj Khan,Rohit Khan,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,12,4,Tilak Jadeja,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,12,5,Tilak Jadeja,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,12,6,Tilak Jadeja,Ruturaj Khan,Rohit Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,13,1,Tilak Jadeja,Ruturaj Khan,Shreyas Shami,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,13,2,Ruturaj Khan,Tilak Jadeja,Shreyas Shami,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,13,3,Tilak Jadeja,Ruturaj Khan,Shreyas Shami,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,13,4,Ruturaj Khan,Tilak Jadeja,Shreyas Shami,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,13,5,Ruturaj Khan,Tilak Jadeja,Shreyas Shami,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,13,6,Ruturaj Khan,Tilak Jadeja,Shreyas Shami,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,14,1,Ruturaj Khan,Tilak Jadeja,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,14,2,Ruturaj Khan,Tilak Jadeja,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,14,3,Ruturaj Khan,Tilak Jadeja,Suryakumar Singh,0,0,1,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,14,4,Ruturaj Khan,Tilak Jadeja,Suryakumar Singh,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,14,5,Ruturaj Khan,Tilak Jadeja,Suryakumar Singh,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,14,6,Tilak Jadeja,Ruturaj Khan,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,15,1,Tilak Jadeja,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,15,2,Tilak Jadeja,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Delhi Capitals,15,3,Tilak Jadeja,Ruturaj Khan,Shardul Reddy,0,0,0,0,1,0,4,1,5,,,
1,1,Kolkata Knight Riders,Delhi Capitals,15,4,Tilak Jadeja,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,0,0,0,Tilak Jadeja,stumped,Suryakumar Singh
1,1,Kolkata Knight Riders,Delhi Capitals,15,5,Arshdeep Pant,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Delhi Capitals,15,6,Arshdeep Pant,Ruturaj Khan,Shardul Reddy,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,16,1,Ruturaj Khan,Arshdeep Pant,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,16,2,Ruturaj Khan,Arshdeep Pant,Ravindra Malik,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,16,3,Arshdeep Pant,Ruturaj Khan,Ravindra Malik,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,16,4,Ruturaj Khan,Arshdeep Pant,Ravindra Malik,0,0,0,1,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,16,5,Ruturaj Khan,Arshdeep Pant,Ravindra Malik,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,16,6,Ruturaj Khan,Arshdeep Pant,Ravindra Malik,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,17,1,Ruturaj Khan,Arshdeep Pant,Hardik Patel,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,17,2,Ruturaj Khan,Arshdeep Pant,Hardik Patel,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,17,3,Arshdeep Pant,Ruturaj Khan,Hardik Patel,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,17,4,Ruturaj Khan,Arshdeep Pant,Hardik Patel,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Delhi Capitals,17,5,Ruturaj Khan,Arshdeep Pant,Hardik Patel,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,17,6,Ruturaj Khan,Arshdeep Pant,Hardik Patel,0,0,0,0,0,0,0,0,0,Ruturaj Khan,bowled,
1,1,Kolkata Knight Riders,Delhi Capitals,18,1,Shreyas Reddy,Arshdeep Pant,Rohit Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,18,2,Arshdeep Pant,Shreyas Reddy,Rohit Khan,0,0,0,0,0,0,0,0,0,Arshdeep Pant,run out,Shreyas Shami
1,1,Kolkata Knight Riders,Delhi Capitals,18,3,Devdutt Padikkal,Shreyas Reddy,Rohit Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,18,4,Shreyas Reddy,Devdutt Padikkal,Rohit Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,18,5,Devdutt Padikkal,Shreyas Reddy,Rohit Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,18,6,Shreyas Reddy,Devdutt Padikkal,Rohit Khan,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,19,1,Shreyas Reddy,Devdutt Padikkal,Shreyas Shami,0,0,1,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,19,2,Shreyas Reddy,Devdutt Padikkal,Shreyas Shami,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,19,3,Shreyas Reddy,Devdutt Padikkal,Shreyas Shami,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,19,4,Shreyas Reddy,Devdutt Padikkal,Shreyas Shami,0,0,2,0,0,0,0,2,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,19,5,Shreyas Reddy,Devdutt Padikkal,Shreyas Shami,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,19,6,Shreyas Reddy,Devdutt Padikkal,Shreyas Shami,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,20,1,Devdutt Padikkal,Shreyas Reddy,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,20,2,Devdutt Padikkal,Shreyas Reddy,Suryakumar Singh,0,0,0,0,1,0,2,1,3,,,
1,1,Kolkata Knight Riders,Delhi Capitals,20,3,Devdutt Padikkal,Shreyas Reddy,Suryakumar Singh,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Delhi Capitals,20,4,Shreyas Reddy,Devdutt Padikkal,Suryakumar Singh,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Delhi Capitals,20,5,Shreyas Reddy,Devdutt Padikkal,Suryakumar Singh,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Delhi Capitals,20,6,Shreyas Reddy,Devdutt Padikkal,Suryakumar Singh,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,1,1,Suryakumar Singh,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,1,2,Shardul Reddy,Suryakumar Singh,Tilak Jadeja,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,1,3,Suryakumar Singh,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,1,4,Shardul Reddy,Suryakumar Singh,Tilak Jadeja,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,1,5,Suryakumar Singh,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,1,6,Shardul Reddy,Suryakumar Singh,Tilak Jadeja,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,2,1,Suryakumar Singh,Shardul Reddy,Umran Reddy,0,0,0,0,0,0,6,0,6,,,
1,2,Delhi Capitals,Kolkata Knight Riders,2,2,Suryakumar Singh,Shardul Reddy,Umran Reddy,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,2,3,Shardul Reddy,Suryakumar Singh,Umran Reddy,0,0,0,0,0,0,6,0,6,,,
1,2,Delhi Capitals,Kolkata Knight Riders,2,4,Shardul Reddy,Suryakumar Singh,Umran Reddy,0,0,0,0,0,0,4,0,4,,,
1,2,Delhi Capitals,Kolkata Knight Riders,2,5,Shardul Reddy,Suryakumar Singh,Umran Reddy,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,2,6,Shardul Reddy,Suryakumar Singh,Umran Reddy,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,3,1,Suryakumar Singh,Shardul Reddy,Suryakumar Rahul,0,0,0,0,0,0,4,0,4,,,
1,2,Delhi Capitals,Kolkata Knight Riders,3,2,Suryakumar Singh,Shardul Reddy,Suryakumar Rahul,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,3,3,Suryakumar Singh,Shardul Reddy,Suryakumar Rahul,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,3,4,Shardul Reddy,Suryakumar Singh,Suryakumar Rahul,0,0,0,0,0,0,4,0,4,,,
1,2,Delhi Capitals,Kolkata Knight Riders,3,5,Shardul Reddy,Suryakumar Singh,Suryakumar Rahul,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,3,6,Shardul Reddy,Suryakumar Singh,Suryakumar Rahul,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,4,1,Suryakumar Singh,Shardul Reddy,Mohammed Jaiswal,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,4,2,Suryakumar Singh,Shardul Reddy,Mohammed Jaiswal,0,1,0,0,0,0,0,1,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,4,3,Suryakumar Singh,Shardul Reddy,Mohammed Jaiswal,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,4,4,Suryakumar Singh,Shardul Reddy,Mohammed Jaiswal,0,0,0,0,0,0,4,0,4,,,
1,2,Delhi Capitals,Kolkata Knight Riders,4,5,Suryakumar Singh,Shardul Reddy,Mohammed Jaiswal,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,4,6,Suryakumar Singh,Shardul Reddy,Mohammed Jaiswal,0,1,0,0,0,0,0,1,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,5,1,Suryakumar Singh,Shardul Reddy,Arshdeep Pant,0,0,0,0,0,0,0,0,0,Suryakumar Singh,stumped,Rohit Kumar
1,2,Delhi Capitals,Kolkata Knight Riders,5,2,Prithvi Reddy,Shardul Reddy,Arshdeep Pant,0,0,0,0,0,0,6,0,6,,,
1,2,Delhi Capitals,Kolkata Knight Riders,5,3,Prithvi Reddy,Shardul Reddy,Arshdeep Pant,0,0,0,0,1,0,1,1,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,5,4,Shardul Reddy,Prithvi Reddy,Arshdeep Pant,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,5,5,Shardul Reddy,Prithvi Reddy,Arshdeep Pant,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,5,6,Shardul Reddy,Prithvi Reddy,Arshdeep Pant,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,6,1,Shardul Reddy,Prithvi Reddy,Rohit Kumar,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,6,2,Prithvi Reddy,Shardul Reddy,Rohit Kumar,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,6,3,Prithvi Reddy,Shardul Reddy,Rohit Kumar,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,6,4,Prithvi Reddy,Shardul Reddy,Rohit Kumar,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,6,5,Prithvi Reddy,Shardul Reddy,Rohit Kumar,0,0,0,0,0,0,4,0,4,,,
1,2,Delhi Capitals,Kolkata Knight Riders,6,6,Prithvi Reddy,Shardul Reddy,Rohit Kumar,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,7,1,Prithvi Reddy,Shardul Reddy,Tilak Jadeja,0,0,0,1,0,0,0,1,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,7,2,Prithvi Reddy,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,6,0,6,,,
1,2,Delhi Capitals,Kolkata Knight Riders,7,3,Prithvi Reddy,Shardul Reddy,Tilak Jadeja,0,0,0,2,0,0,0,2,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,7,4,Prithvi Reddy,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,7,5,Prithvi Reddy,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,4,0,4,,,
1,2,Delhi Capitals,Kolkata Knight Riders,7,6,Prithvi Reddy,Shardul Reddy,Tilak Jadeja,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,8,1,Prithvi Reddy,Shardul Reddy,Umran Reddy,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,8,2,Prithvi Reddy,Shardul Reddy,Umran Reddy,0,0,0,0,0,0,2,0,2,,,
1,2,Delhi Capitals,Kolkata Knight Riders,8,3,Prithvi Reddy,Shardul Reddy,Umran Reddy,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,8,4,Prithvi Reddy,Shardul Reddy,Umran Reddy,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,8,5,Prithvi Reddy,Shardul Reddy,Umran Reddy,0,0,1,0,0,0,0,1,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,8,6,Prithvi Reddy,Shardul Reddy,Umran Reddy,0,0,1,0,0,0,0,1,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,9,1,Prithvi Reddy,Shardul Reddy,Suryakumar Rahul,0,1,0,0,0,0,0,1,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,9,2,Prithvi Reddy,Shardul Reddy,Suryakumar Rahul,0,0,0,0,0,0,0,0,0,,,
1,2,Delhi Capitals,Kolkata Knight Riders,9,3,Prithvi Reddy,Shardul Reddy,Suryakumar Rahul,0,0,0,0,0,0,1,0,1,,,
1,2,Delhi Capitals,Kolkata Knight Riders,9,4,Shardul Reddy,Prithvi Reddy,Suryakumar Rahul,0,0,0,0,0,0,1,0,1,,,
